s1_id,other_id,other_source,label,name_token_jaccard,name_levenshtein,name_tfidf_cosine,address_token_jaccard,address_levenshtein,exact_name_match,missing_address,country_match
S1-476148399,S3-783577075,S3,1,1.0,1.0,1.0000000000000002,0.42857142857142855,0.8125,1,0,1
S1-937265126,S3-618683119,S3,1,1.0,1.0,1.0000000000000002,0.25,0.5185185185185186,1,0,1
S1-918762537,S2-916941986,S2,0,0.0,0.3076923076923077,0.0,0.0,0.36585365853658536,0,0,1
S1-117945085,S2-868270570,S2,0,0.0,0.36363636363636365,0.0,0.0,0.4375,0,0,1
S1-570246826,S3-260019948,S3,0,0.0,0.3829787234042554,0.0,0.0,0.3733333333333333,0,0,1
S1-696169195,S2-114003375,S2,0,0.0,0.27692307692307694,0.0,0.0,0.33333333333333337,0,0,1
S1-805121860,S3-208657409,S3,0,0.0,0.0,0.0,0.0,0.35460992907801414,0,0,1
S1-643831701,S3-303094357,S3,0,0.0,0.31034482758620685,0.0,0.0,0.32352941176470584,0,0,1
S1-429060881,S3-587256878,S3,1,1.0,1.0,1.0,0.2222222222222222,0.657142857142857,1,0,1
S1-785595716,S3-337914315,S3,0,0.0,0.25531914893617025,0.0,0.0,0.345679012345679,0,0,1
S1-951023137,S2-425825753,S2,0,0.0,0.16666666666666663,0.0,0.0,0.0,0,1,1
S1-428342836,S3-920723635,S3,0,0.0,0.4782608695652174,0.0,0.0,0.23376623376623373,0,0,1
S1-50780825,S2-892722485,S2,0,0.0,0.21052631578947367,0.0,0.16666666666666666,0.5,0,0,1
S1-90909924,S2-433496576,S2,0,0.0,0.2727272727272727,0.0,0.0,0.31034482758620685,0,0,1
S1-464840778,S2-105297204,S2,1,1.0,1.0,1.0000000000000002,0.9333333333333333,0.9452054794520548,1,0,1
S1-318435854,S3-270229217,S3,0,0.0,0.0,0.0,0.047619047619047616,0.3307086614173228,0,0,1
S1-943757926,S3-937146300,S3,0,0.0,0.36363636363636365,0.0,0.0,0.3142857142857143,0,0,1
S1-853005321,S2-374095905,S2,0,0.0,0.3214285714285714,0.0,0.0,0.36144578313253023,0,0,1
S1-19895734,S3-401941230,S3,1,0.5,0.9615384615384616,0.6880492844248547,0.25,0.6153846153846154,0,0,1
S1-266045124,S3-354583038,S3,0,0.0,0.26315789473684215,0.0,0.0,0.3407407407407408,0,0,1
S1-353497462,S3-744055441,S3,1,0.3333333333333333,0.5806451612903225,0.4882775132613617,1.0,1.0,0,0,1
S1-502787193,S3-241538398,S3,0,0.0,0.2941176470588235,0.0,0.0,0.37142857142857144,0,0,1
S1-592337249,S2-751235718,S2,0,0.0,0.27586206896551724,0.0,0.0,0.304635761589404,0,0,1
S1-765044334,S3-853259194,S3,0,0.0,0.2692307692307693,0.0,0.0,0.17977528089887643,0,0,1
S1-523491259,S3-36249737,S3,0,0.0,0.23529411764705888,0.0,0.0,0.3142857142857143,0,0,1
S1-321832497,S3-706149310,S3,1,0.5,0.7333333333333334,0.6373730203614942,1.0,0.920863309352518,0,0,1
S1-997578259,S3-623732367,S3,0,0.0,0.34285714285714286,0.0,0.0,0.29885057471264365,0,0,1
S1-204796881,S3-744803323,S3,0,0.0,0.303030303030303,0.0,0.037037037037037035,0.3211678832116789,0,0,1
S1-929885323,S3-190303271,S3,0,0.0,0.3529411764705882,0.0,0.0,0.36923076923076925,0,0,1
S1-288424363,S2-908324259,S2,0,0.0,0.25806451612903225,0.0,0.0,0.37142857142857144,0,0,1
S1-789957863,S3-696705147,S3,0,0.0,0.31999999999999995,0.0,0.0,0.40287769784172667,0,0,1
S1-233299096,S2-969326259,S2,0,0.0,0.22857142857142854,0.0,0.0,0.30000000000000004,0,0,1
S1-873716709,S2-415797386,S2,0,0.0,0.4,0.0,0.0,0.34375,0,0,1
S1-771499810,S2-341825706,S2,0,0.0,0.3589743589743589,0.0,0.045454545454545456,0.4,0,0,1
S1-229635892,S2-459985188,S2,0,0.0,0.26086956521739135,0.0,0.0,0.3384615384615385,0,0,1
S1-461759863,S3-372398149,S3,0,0.0,0.19047619047619047,0.0,0.0,0.29508196721311475,0,0,1
S1-205150313,S2-846936095,S2,0,0.0,0.33333333333333337,0.0,0.07142857142857142,0.40506329113924056,0,0,1
S1-538828263,S3-210368357,S3,1,0.2,0.2857142857142857,0.44987909019610434,1.0,1.0,0,0,1
S1-743138406,S3-655284201,S3,1,0.3333333333333333,0.88,0.30514771532445023,0.3,0.657142857142857,0,0,1
S1-552445018,S3-131554871,S3,0,0.0,0.19047619047619047,0.0,0.08333333333333333,0.3157894736842105,0,0,1
S1-581823036,S3-701098887,S3,0,0.0,0.21052631578947367,0.0,0.09090909090909091,0.4117647058823529,0,0,1
S1-889267121,S2-922470480,S2,0,0.0,0.3125,0.0,0.0,0.36363636363636365,0,0,1
S1-15821655,S2-60910762,S2,1,0.0,0.8484848484848484,0.0,0.5,0.8857142857142857,0,0,1
S1-317182941,S3-658070768,S3,0,0.0,0.2702702702702703,0.0,0.0,0.3380281690140845,0,0,1
S1-142907982,S3-488921180,S3,0,0.0,0.34285714285714286,0.0,0.0,0.35238095238095235,0,0,1
S1-641334607,S2-84296851,S2,0,0.0,0.31999999999999995,0.0,0.0,0.38235294117647056,0,0,1
S1-952992274,S2-380844972,S2,0,0.0,0.0,0.0,0.030303030303030304,0.35175879396984927,0,0,1
S1-235960868,S2-478803757,S2,0,0.0,0.34615384615384615,0.0,0.0,0.2978723404255319,0,0,1
S1-252075312,S2-836625149,S2,1,0.0,0.8837209302325582,0.0,1.0,1.0,0,0,1
S1-555973111,S3-163221424,S3,1,0.3333333333333333,0.6956521739130435,0.6273965125217119,0.8,0.9391304347826087,0,0,1
S1-448137263,S2-724030204,S2,0,0.0,0.31818181818181823,0.0,0.1,0.4838709677419355,0,0,1
S1-627314629,S2-593917387,S2,0,0.0,0.18181818181818177,0.0,0.04,0.3851851851851852,0,0,1
S1-741105689,S3-190237820,S3,0,0.0,0.27586206896551724,0.0,0.07142857142857142,0.33333333333333337,0,0,1
S1-838029651,S3-359869275,S3,0,0.0,0.2564102564102564,0.0,0.05555555555555555,0.4065040650406504,0,0,1
S1-419860280,S3-326151197,S3,0,0.0,0.3111111111111111,0.0,0.0,0.3310344827586207,0,0,1
S1-251589139,S3-201768752,S3,0,0.0,0.3870967741935484,0.0,0.0,0.23684210526315785,0,0,1
S1-565903580,S3-897941220,S3,0,0.0,0.29508196721311475,0.0,0.0,0.34090909090909094,0,0,1
S1-232748585,S3-279888778,S3,0,0.0,0.31818181818181823,0.0,0.0,0.3157894736842105,0,0,1
S1-114940445,S2-785023737,S2,1,0.5,0.7142857142857143,0.6862058064228107,1.0,1.0,0,0,1
S1-607204571,S3-325498397,S3,0,0.0,0.25,0.0,0.1111111111111111,0.5309734513274336,0,0,1
S1-357158697,S2-876704888,S2,0,0.0,0.0,0.0,0.0,0.37142857142857144,0,0,1
S1-86481632,S2-314468539,S2,0,0.0,0.19999999999999996,0.0,0.0,0.26262626262626265,0,0,1
S1-988137529,S3-747442883,S3,0,0.0,0.25,0.0,0.0,0.38235294117647056,0,0,1
S1-393377396,S3-139943479,S3,0,0.0,0.2978723404255319,0.0,0.0,0.3529411764705882,0,0,1
S1-768186638,S2-808785503,S2,1,0.6666666666666666,0.9473684210526316,0.7352039888031081,0.42857142857142855,0.9393939393939393,0,0,1
S1-687798754,S3-405827435,S3,0,0.0,0.32727272727272727,0.0,0.0,0.4242424242424242,0,0,1
S1-202557425,S3-661434105,S3,0,0.0,0.27586206896551724,0.0,0.0,0.34375,0,0,1
S1-489136797,S3-346704363,S3,0,0.0,0.303030303030303,0.0,0.045454545454545456,0.4,0,0,1
S1-64897687,S3-333173979,S3,0,0.0,0.3555555555555555,0.0,0.0,0.29508196721311475,0,0,1
S1-57991397,S2-484184440,S2,0,0.0,0.0,0.0,0.05,0.288135593220339,0,0,1
S1-47686002,S2-235803593,S2,1,0.0,0.0,0.0,0.6,0.5918367346938775,0,0,1
S1-889041816,S3-693847783,S3,0,0.0,0.32432432432432434,0.0,0.05555555555555555,0.38596491228070173,0,0,1
S1-67585842,S2-134627292,S2,1,0.4,0.6666666666666667,0.3829735024804011,0.7142857142857143,0.8615384615384616,0,0,1
S1-304749679,S3-495248328,S3,1,0.5,0.9056603773584907,0.48068969763097114,0.5714285714285714,0.8169014084507044,0,0,1
S1-768130099,S2-46184839,S2,0,0.0,0.4705882352941176,0.0,0.041666666666666664,0.36764705882352944,0,0,1
S1-334539162,S3-864675514,S3,1,1.0,1.0,1.0,0.4,0.704225352112676,1,0,1
S1-602746505,S2-349746325,S2,1,0.5,0.75,0.6763196064740735,0.7857142857142857,0.9325153374233127,0,0,1
S1-73519180,S2-661040861,S2,0,0.0,0.33333333333333337,0.0,0.08333333333333333,0.430379746835443,0,0,1
S1-126594403,S3-667229201,S3,0,0.0,0.38095238095238093,0.0,0.0,0.2666666666666667,0,0,1
S1-760586283,S3-2839303,S3,0,0.0,0.2727272727272727,0.0,0.0,0.3902439024390244,0,0,1
S1-909236459,S2-104750832,S2,1,1.0,1.0,1.0000000000000002,0.6666666666666666,0.75,1,0,1
S1-566822683,S3-613277949,S3,0,0.0,0.4,0.0,0.0,0.2727272727272727,0,0,1
S1-181977068,S2-798735252,S2,0,0.0,0.2564102564102564,0.0,0.047619047619047616,0.39370078740157477,0,0,1
S1-925023449,S3-474705082,S3,1,0.3333333333333333,0.7142857142857143,0.5885667878498959,0.5555555555555556,0.6506024096385542,0,0,1
S1-114171383,S2-701018615,S2,0,0.0,0.33333333333333337,0.0,0.06666666666666667,0.3703703703703704,0,0,1
S1-566187096,S2-124668459,S2,0,0.0,0.0,0.0,0.0,0.3857142857142857,0,0,1
S1-937970940,S3-286068867,S3,0,0.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0,0,1
S1-772028951,S3-737785105,S3,0,0.0,0.3157894736842105,0.0,0.0,0.26315789473684215,0,0,1
S1-375390224,S2-878458362,S2,0,0.0,0.2857142857142857,0.0,0.0,0.3555555555555555,0,0,1
S1-533890205,S2-515975658,S2,0,0.0,0.25806451612903225,0.0,0.1,0.38596491228070173,0,0,1
S1-60893743,S3-569140967,S3,1,1.0,1.0,1.0,0.3,0.6265060240963856,1,0,1
S1-827331738,S2-163597950,S2,0,0.0,0.2727272727272727,0.0,0.0,0.37142857142857144,0,0,1
S1-121990524,S3-576174082,S3,1,1.0,1.0,1.0000000000000002,0.125,0.7058823529411764,1,0,1
S1-966691499,S3-476353983,S3,1,0.6666666666666666,0.8205128205128205,0.6799765511831644,0.8421052631578947,0.9439252336448598,0,0,1
S1-905603318,S3-365874817,S3,0,0.0,0.2142857142857143,0.0,0.0,0.3780487804878049,0,0,1
S1-581635427,S3-118642,S3,0,0.0,0.3589743589743589,0.0,0.0,0.3106796116504854,0,0,1
S1-264406432,S3-657946717,S3,1,0.0,0.0,0.0,0.75,0.8823529411764706,0,0,1
S1-945209691,S3-495084346,S3,0,0.0,0.38095238095238093,0.0,0.09090909090909091,0.38888888888888884,0,0,1
S1-580158544,S2-948675458,S2,0,0.0,0.3448275862068966,0.0,0.0,0.42105263157894735,0,0,1
S1-586901089,S2-334187665,S2,0,0.0,0.38095238095238093,0.0,0.0,0.3055555555555556,0,0,1
S1-974298873,S3-839662413,S3,0,0.0,0.2666666666666667,0.0,0.0,0.34210526315789463,0,0,1
S1-118009929,S2-299546485,S2,0,0.0,0.0,0.0,0.0,0.3354838709677419,0,0,1
S1-230930619,S2-509000592,S2,0,0.0,0.24390243902439024,0.0,0.0,0.28985507246376807,0,0,1
S1-298414411,S2-956269532,S2,0,0.0,0.26315789473684215,0.0,0.04,0.3448275862068966,0,0,1
S1-970368569,S2-755381839,S2,0,0.0,0.2790697674418605,0.0,0.0,0.30612244897959184,0,0,1
S1-821892389,S2-391699935,S2,0,0.0,0.3125,0.0,0.0,0.0,0,1,1
S1-956013771,S3-772579904,S3,0,0.0,0.1875,0.0,0.03225806451612903,0.39795918367346933,0,0,1
S1-739905091,S2-880309907,S2,1,0.0,0.0,0.0,0.9090909090909091,0.9178082191780823,0,0,1
S1-228631300,S3-838374248,S3,0,0.0,0.368421052631579,0.0,0.0,0.37142857142857144,0,0,1
S1-33984562,S2-828160763,S2,0,0.0,0.2666666666666667,0.0,0.0,0.4411764705882353,0,0,1
S1-986167634,S3-908936235,S3,0,0.0,0.3555555555555555,0.0,0.07142857142857142,0.41025641025641024,0,0,1
S1-200108130,S3-377370860,S3,0,0.0,0.0,0.0,0.0,0.296875,0,0,1
S1-268922766,S3-415369832,S3,0,0.0,0.3571428571428571,0.0,0.0,0.27826086956521734,0,0,1
S1-840018462,S3-780048639,S3,1,1.0,1.0,1.0,0.6363636363636364,0.8444444444444444,1,0,1
S1-775109684,S2-109871957,S2,1,1.0,1.0,1.0,0.6666666666666666,0.803921568627451,1,0,1
S1-515767421,S2-493869525,S2,0,0.0,0.0,0.0,0.03571428571428571,0.3184713375796179,0,0,1
S1-892548486,S3-598299635,S3,0,0.0,0.2142857142857143,0.0,0.0,0.37241379310344824,0,0,1
S1-747150573,S2-99391204,S2,0,0.0,0.34782608695652173,0.0,0.0,0.34090909090909094,0,0,1
S1-536219370,S3-966792999,S3,0,0.0,0.24242424242424243,0.0,0.15384615384615385,0.45569620253164556,0,0,1
S1-652301678,S2-195169840,S2,0,0.0,0.34285714285714286,0.0,0.038461538461538464,0.4269662921348315,0,0,1
S1-529542528,S3-843998353,S3,1,1.0,1.0,1.0,0.42857142857142855,0.8307692307692307,1,0,1
S1-419720374,S3-407299225,S3,1,0.6666666666666666,0.7777777777777779,0.8171331663116069,0.2727272727272727,0.7472527472527473,0,0,1
S1-928120112,S3-792812992,S3,1,0.25,0.814814814814815,0.4183167664669003,0.7142857142857143,0.8125,0,0,1
S1-537139495,S2-725363362,S2,1,1.0,1.0,1.0000000000000002,0.0,0.0,1,1,1
S1-139049129,S3-680411108,S3,0,0.0,0.3921568627450981,0.0,0.08333333333333333,0.35,0,0,1
S1-890838570,S2-863969902,S2,0,0.0,0.2790697674418605,0.0,0.0,0.3116883116883117,0,0,1
S1-25571518,S2-387491535,S2,0,0.0,0.34615384615384615,0.0,0.0,0.0,0,1,1
S1-812012468,S3-491920896,S3,0,0.0,0.27586206896551724,0.0,0.0,0.34883720930232553,0,0,1
S1-111413299,S3-604333146,S3,0,0.0,0.24390243902439024,0.0,0.0,0.36363636363636365,0,0,1
S1-375126019,S2-907809646,S2,0,0.0,0.25,0.0,0.1111111111111111,0.4067796610169492,0,0,1
S1-656030072,S2-635068576,S2,0,0.0,0.4615384615384615,0.0,0.0,0.2702702702702703,0,0,1
S1-198551570,S2-28542381,S2,0,0.0,0.3589743589743589,0.0,0.0,0.25396825396825395,0,0,1
S1-643509649,S2-101377924,S2,0,0.0,0.24390243902439024,0.0,0.04,0.37125748502994016,0,0,1
S1-915005643,S2-764707453,S2,0,0.0,0.25,0.0,0.0,0.30434782608695654,0,0,1
S1-647833022,S3-413848528,S3,1,0.3333333333333333,0.6896551724137931,0.5586555214598992,0.5,0.8421052631578947,0,0,1
S1-748967505,S2-713609570,S2,0,0.0,0.28,0.0,0.0,0.32499999999999996,0,0,1
S1-483289212,S2-502671463,S2,1,0.0,0.814814814814815,0.0,0.875,0.9306930693069306,0,0,1
S1-594446932,S3-532838295,S3,0,0.0,0.2564102564102564,0.0,0.0,0.2622950819672131,0,0,1
S1-714628297,S2-28837495,S2,1,1.0,1.0,1.0000000000000004,0.6666666666666666,0.7727272727272727,1,0,1
S1-247561546,S3-96303501,S3,1,0.5,0.875,0.7775195697181163,0.5,0.82,0,0,1
S1-350670426,S3-676587708,S3,0,0.0,0.26086956521739135,0.0,0.0,0.3132530120481928,0,0,1
S1-511300110,S2-433536738,S2,1,1.0,1.0,1.0,0.5714285714285714,0.7931034482758621,1,0,1
S1-414108835,S2-291949367,S2,0,0.0,0.3111111111111111,0.0,0.0,0.0,0,1,1
S1-844275456,S2-939525992,S2,0,0.0,0.29268292682926833,0.0,0.08333333333333333,0.29268292682926833,0,0,1
S1-386847544,S2-797539606,S2,1,0.6666666666666666,0.9841269841269842,0.8457737721872864,0.7142857142857143,0.96875,0,0,1
S1-352093552,S3-798322842,S3,0,0.0,0.24242424242424243,0.0,0.0,0.1777777777777778,0,0,1
S1-848306284,S3-211506697,S3,0,0.0,0.2222222222222222,0.0,0.0,0.3055555555555556,0,0,1
S1-750926562,S3-88615908,S3,0,0.0,0.29032258064516125,0.0,0.0,0.3111111111111111,0,0,1
S1-964289922,S3-24470223,S3,0,0.0,0.2941176470588235,0.0,0.0,0.375,0,0,1
S1-298736321,S3-924011386,S3,0,0.0,0.25,0.0,0.0,0.32704402515723274,0,0,1
S1-575028924,S3-146121469,S3,0,0.0,0.34782608695652173,0.0,0.0,0.36111111111111116,0,0,1
S1-246701547,S2-213108806,S2,0,0.0,0.45714285714285713,0.0,0.0,0.4057971014492754,0,0,1
S1-651553638,S2-159662703,S2,0,0.0,0.27586206896551724,0.0,0.0,0.3584905660377359,0,0,1
S1-467780166,S3-665015524,S3,0,0.0,0.2222222222222222,0.0,0.0,0.32727272727272727,0,0,1
S1-396395940,S3-603472581,S3,0,0.0,0.3896103896103897,0.0,0.0,0.33333333333333337,0,0,1
S1-960297912,S3-266262936,S3,0,0.0,0.0,0.0,0.0,0.3764705882352941,0,0,1
S1-223845900,S3-244269474,S3,1,0.3333333333333333,0.8484848484848484,0.45625754132565016,0.42857142857142855,0.8,0,0,1
S1-197964829,S3-420788278,S3,0,0.0,0.18181818181818177,0.0,0.1,0.421875,0,0,1
S1-408946983,S2-294105271,S2,0,0.0,0.0,0.0,0.0,0.33576642335766427,0,0,1
S1-964932759,S3-799456191,S3,1,1.0,1.0,1.0000000000000002,0.23529411764705882,0.4464285714285714,1,0,1
S1-871866784,S2-235078247,S2,0,0.0,0.4,0.0,0.0,0.41666666666666663,0,0,1
S1-255187292,S3-43303502,S3,0,0.0,0.33898305084745756,0.0,0.08333333333333333,0.42500000000000004,0,0,1
S1-104641467,S2-573860051,S2,0,0.0,0.24,0.0,0.038461538461538464,0.3190184049079755,0,0,1
S1-430758921,S3-545780742,S3,0,0.0,0.0,0.0,0.0,0.2702702702702703,0,0,1
S1-700777310,S2-851378251,S2,0,0.0,0.4,0.0,0.0,0.30188679245283023,0,0,1
S1-647174287,S3-818734709,S3,1,1.0,1.0,1.0000000000000002,0.0,0.0,1,1,1
S1-528192293,S2-578734528,S2,0,0.0,0.2702702702702703,0.0,0.0,0.30188679245283023,0,0,1
S1-231889036,S3-328427630,S3,1,0.5,0.6545454545454545,0.8211421099148344,0.6666666666666666,0.8222222222222222,0,0,1
S1-985774903,S3-303874050,S3,0,0.14285714285714285,0.4,0.07008221894274494,0.0,0.36111111111111116,0,0,1
S1-269803183,S3-776685261,S3,0,0.0,0.19999999999999996,0.0,0.0,0.3214285714285714,0,0,1
S1-309236652,S2-335080917,S2,0,0.0,0.32558139534883723,0.0,0.0,0.2622950819672131,0,0,1
S1-487064816,S2-91620842,S2,0,0.0,0.4516129032258065,0.0,0.0,0.3675675675675676,0,0,1
S1-918287669,S3-69568725,S3,0,0.0,0.2857142857142857,0.0,0.0,0.45283018867924535,0,0,1
S1-595257212,S2-407739348,S2,0,0.0,0.0,0.0,0.0,0.31404958677685946,0,0,1
S1-97577806,S2-644841981,S2,1,1.0,1.0,1.0000000000000002,0.85,0.9568965517241379,1,0,1
S1-477454470,S3-300435066,S3,0,0.0,0.31818181818181823,0.0,0.0,0.0,0,1,1
S1-301168126,S3-147127595,S3,1,1.0,1.0,1.0,0.0,0.0,1,1,1
S1-218956224,S2-539495776,S2,0,0.0,0.36363636363636365,0.0,0.0,0.3571428571428571,0,0,1
S1-481397234,S3-529714076,S3,0,0.0,0.4242424242424242,0.0,0.0,0.3902439024390244,0,0,1
S1-970570431,S2-889199742,S2,0,0.0,0.25,0.0,0.0,0.0,0,1,1
S1-73940656,S3-349974021,S3,1,1.0,1.0,1.0000000000000002,0.5,0.84375,1,0,1
S1-909798902,S2-633175610,S2,1,1.0,1.0,1.0,0.6666666666666666,0.904109589041096,1,0,1
S1-11892278,S3-289203025,S3,0,0.0,0.34285714285714286,0.0,0.13333333333333333,0.4242424242424242,0,0,1
S1-191874998,S3-294414663,S3,0,0.0,0.45833333333333337,0.0,0.0,0.32098765432098764,0,0,1
S1-595848273,S3-844979058,S3,0,0.0,0.25,0.0,0.0,0.3157894736842105,0,0,1
S1-203460032,S2-620684527,S2,1,0.0,0.0,0.0,0.7142857142857143,0.9846153846153847,0,0,1
S1-801110649,S3-947515562,S3,0,0.0,0.0,0.0,0.0,0.44285714285714284,0,0,1
S1-569474460,S3-446565792,S3,0,0.0,0.32258064516129037,0.0,0.0,0.23529411764705888,0,0,1
S1-310702888,S3-788887509,S3,0,0.0,0.2666666666666667,0.0,0.1,0.2184873949579832,0,0,1
S1-942297936,S3-619426411,S3,1,1.0,1.0,1.0000000000000002,0.42857142857142855,0.8169014084507044,1,0,1
S1-104229812,S3-334930681,S3,0,0.0,0.33333333333333337,0.0,0.0,0.29032258064516125,0,0,1
S1-415093832,S3-224243428,S3,1,0.3333333333333333,0.9032258064516128,0.412231497412947,0.4,0.7912087912087913,0,0,1
S1-252440206,S3-314271967,S3,0,0.0,0.3076923076923077,0.0,0.041666666666666664,0.3472222222222222,0,0,1
S1-847372647,S3-8750949,S3,0,0.0,0.3529411764705882,0.0,0.04,0.3522012578616353,0,0,1
S1-709577082,S3-52465203,S3,0,0.0,0.29268292682926833,0.0,0.0,0.47457627118644063,0,0,1
S1-130222485,S3-536265163,S3,1,0.6666666666666666,0.7222222222222221,0.7438050194470305,0.2,0.6875,0,0,1
S1-692780209,S3-260239732,S3,0,0.0,0.19354838709677424,0.0,0.0,0.3125,0,0,1
S1-952315130,S3-440717050,S3,0,0.0,0.3076923076923077,0.0,0.1,0.4285714285714286,0,0,1
S1-185092382,S3-835796365,S3,0,0.0,0.2962962962962963,0.0,0.1,0.3793103448275862,0,0,1
S1-661195654,S2-191991854,S2,0,0.0,0.29166666666666663,0.0,0.0,0.3492063492063492,0,0,1
S1-750757052,S3-94560349,S3,1,0.5,0.967741935483871,0.42103691592907755,0.2857142857142857,0.6,0,0,1
S1-724111330,S3-392449033,S3,0,0.0,0.29268292682926833,0.0,0.0,0.38596491228070173,0,0,1
S1-381635431,S3-136321338,S3,1,1.0,1.0,1.0000000000000002,0.375,0.8064516129032258,1,0,1
S1-179459585,S3-715914157,S3,1,1.0,1.0,1.0000000000000002,0.4,0.8387096774193549,1,0,1
S1-949155377,S2-753401987,S2,0,0.0,0.38596491228070173,0.0,0.0,0.3142857142857143,0,0,1
S1-857506205,S3-833389829,S3,1,1.0,1.0,1.0000000000000002,0.7142857142857143,0.9655172413793103,1,0,1
S1-642636758,S2-657247600,S2,1,0.3333333333333333,0.8421052631578947,0.4498154225751236,0.8333333333333334,0.547945205479452,0,0,1
S1-509018643,S3-28900929,S3,0,0.0,0.4615384615384615,0.0,0.0,0.4225352112676056,0,0,1
S1-531656485,S2-666568558,S2,1,1.0,1.0,1.0000000000000002,0.5,0.8,1,0,1
S1-335960626,S2-621632509,S2,1,1.0,1.0,1.0,0.8571428571428571,0.8701298701298701,1,0,1
S1-45297670,S2-778208310,S2,0,0.0,0.30000000000000004,0.0,0.0,0.31034482758620685,0,0,1
S1-827286467,S3-942097227,S3,0,0.0,0.31999999999999995,0.0,0.043478260869565216,0.31746031746031744,0,0,1
S1-913522743,S3-877325590,S3,0,0.0,0.0,0.0,0.0,0.3023255813953488,0,0,1
S1-712058421,S3-979825378,S3,1,1.0,1.0,1.0,0.4444444444444444,0.48571428571428577,1,0,1
S1-353453823,S3-119971539,S3,1,1.0,1.0,1.0,0.42857142857142855,0.8727272727272728,1,0,1
S1-264442886,S3-892999281,S3,0,0.0,0.0,0.0,0.0,0.3424657534246576,0,0,1
S1-897021782,S3-793446529,S3,0,0.0,0.0,0.0,0.0,0.32098765432098764,0,0,1
S1-645416159,S3-621438711,S3,0,0.0,0.35,0.0,0.0,0.32727272727272727,0,0,1
S1-398987861,S3-248800317,S3,0,0.16666666666666666,0.4878048780487805,0.17454189716368912,0.0,0.0,0,1,1
S1-104292978,S2-206341006,S2,0,0.0,0.2962962962962963,0.0,0.0,0.0,0,1,1
S1-775396103,S3-1574507,S3,0,0.0,0.3157894736842105,0.0,0.0,0.3522012578616353,0,0,1
